Temperature,Target_Temperature,ADC_Value,Voltage,Time,FSM_State_Index,Heater_Currently_On
54068,100,3965,3195,51153,2,1
54278,100,3964,3194,51415,2,1
54901,100,3961,3192,51677,2,1
54278,100,3964,3194,51939,2,1
54901,100,3961,3192,52201,2,1
54068,100,3965,3195,52463,2,1
53857,100,3966,3196,52725,2,1
54901,100,3961,3192,52987,2,1
53857,100,3966,3196,53249,2,1
54068,100,3965,3195,53511,2,1
54068,100,3965,3195,53773,2,1
54901,100,3961,3192,54035,2,1
54901,100,3961,3192,54297,2,1
55513,100,3958,3189,54559,2,1
54487,100,3963,3193,54821,2,1
56509,100,3953,3185,55083,2,1
54901,100,3961,3192,55345,2,1
54901,100,3961,3192,55607,2,1
55310,100,3959,3190,55869,2,1
55714,100,3957,3188,56131,2,1
55310,100,3959,3190,56393,2,1
55310,100,3959,3190,56655,2,1
55513,100,3958,3189,56917,2,1
55714,100,3957,3188,57179,2,1
54901,100,3961,3192,57441,2,1
55714,100,3957,3188,57703,2,1
55915,100,3956,3187,57965,2,1
56114,100,3955,3187,58227,2,1
56509,100,3953,3185,58489,2,1
54695,100,3962,3192,58751,2,1
56312,100,3954,3186,59013,2,1
56312,100,3954,3186,59275,2,1
56509,100,3953,3185,59537,2,1
57286,100,3949,3182,59799,2,1
57094,100,3950,3183,60061,2,1
56900,100,3951,3183,60323,2,1
57478,100,3948,3181,60585,2,1
56509,100,3953,3185,60847,2,1
56705,100,3952,3184,61109,2,1
57094,100,3950,3183,61371,2,1
57094,100,3950,3183,61633,2,1
56900,100,3951,3183,61895,2,1
57286,100,3949,3182,62157,2,1
58047,100,3945,3179,62419,2,1
57286,100,3949,3182,62681,2,1
58421,100,3943,3177,62943,2,1
57668,100,3947,3180,63205,2,1
57668,100,3947,3180,63467,2,1
58234,100,3944,3178,63729,2,1
57858,100,3946,3179,63991,2,1
57094,100,3950,3183,64253,2,1
58047,100,3945,3179,64515,2,1
58421,100,3943,3177,64777,2,1
57286,100,3949,3182,65039,2,1
58606,100,3942,3176,65301,2,1
58421,100,3943,3177,65563,2,1
59158,100,3939,3174,65825,2,1
58047,100,3945,3179,66087,2,1
58975,100,3940,3175,66349,2,1
59340,100,3938,3173,66611,2,1
59158,100,3939,3174,66873,2,1
58791,100,3941,3175,67135,2,1
58975,100,3940,3175,67397,2,1
60235,100,3933,3169,67659,2,1
59340,100,3938,3173,67921,2,1
59340,100,3938,3173,68183,2,1
60235,100,3933,3169,68445,2,1
59880,100,3935,3171,68707,2,1
59880,100,3935,3171,68969,2,1
59521,100,3937,3172,69231,2,1
60235,100,3933,3169,69493,2,1
60058,100,3934,3170,69755,2,1
60235,100,3933,3169,70017,2,1
59880,100,3935,3171,70279,2,1
60058,100,3934,3170,70541,2,1
60412,100,3932,3168,70803,2,1
60763,100,3930,3167,71065,2,1
60763,100,3930,3167,71327,2,1
60763,100,3930,3167,71589,2,1
60763,100,3930,3167,71851,2,1
61282,100,3927,3164,72113,2,1
61454,100,3926,3163,72375,2,1
60763,100,3930,3167,72637,2,1
61454,100,3926,3163,72899,2,1
61454,100,3926,3163,73161,2,1
61625,100,3925,3163,73423,2,1
61964,100,3923,3161,73685,2,1
62133,100,3922,3160,73947,2,1
62300,100,3921,3159,74209,2,1
62633,100,3919,3158,74471,2,1
61454,100,3926,3163,74733,2,1
63128,100,3916,3155,74995,2,1
63616,100,3913,3153,75257,2,1
62633,100,3919,3158,75519,2,1
63454,100,3914,3154,75781,2,1
62799,100,3918,3157,76043,2,1
63128,100,3916,3155,76305,2,1
63616,100,3913,3153,76567,2,1
63291,100,3915,3154,76829,2,1
63454,100,3914,3154,77091,2,1
63454,100,3914,3154,77353,2,1
63616,100,3913,3153,77615,2,1
64097,100,3910,3150,77877,2,1
64415,100,3908,3149,78139,2,1
64256,100,3909,3150,78401,2,1
64256,100,3909,3150,78663,2,1
64256,100,3909,3150,78925,2,1
64415,100,3908,3149,79187,2,1
65507,100,3901,3143,79449,2,1
66117,100,3897,3140,79711,2,1
64887,100,3905,3146,79973,2,1
64415,100,3908,3149,80235,2,1
65353,100,3902,3144,80497,2,1
65813,100,3899,3142,80759,2,1
66268,100,3896,3139,81021,2,1
65507,100,3901,3143,81283,2,1
65043,100,3904,3146,81545,2,1
65813,100,3899,3142,81807,2,1
65507,100,3901,3143,82069,2,1
65965,100,3898,3141,82331,2,1
65660,100,3900,3142,82593,2,1
66866,100,3892,3136,82855,2,1
65813,100,3899,3142,83117,2,1
66718,100,3893,3137,83379,2,1
66568,100,3894,3138,83641,2,1
67015,100,3891,3135,83903,2,1
67162,100,3890,3134,84165,2,1
66568,100,3894,3138,84427,2,1
68037,100,3884,3129,84689,2,1
67747,100,3886,3131,84951,2,1
67015,100,3891,3135,85213,2,1
67747,100,3886,3131,85475,2,1
68037,100,3884,3129,85737,2,1
68037,100,3884,3129,85999,2,1
68180,100,3883,3129,86261,2,1
68037,100,3884,3129,86523,2,1
68467,100,3881,3127,86785,2,1
69033,100,3877,3124,87047,2,1
68324,100,3882,3128,87309,2,1
69033,100,3877,3124,87571,2,1
69173,100,3876,3123,87833,2,1
69173,100,3876,3123,88095,2,1
69452,100,3874,3121,88357,2,1
69867,100,3871,3119,88619,2,1
69591,100,3873,3121,88881,2,1
69730,100,3872,3120,89143,2,1
70005,100,3870,3118,89405,2,1
70278,100,3868,3117,89667,2,1
70414,100,3867,3116,89929,2,1
70414,100,3867,3116,90191,2,1
70278,100,3868,3117,90453,2,1
70278,100,3868,3117,90715,2,1
70685,100,3865,3114,90977,2,1
71088,100,3862,3112,91239,2,1
71354,100,3860,3110,91501,2,1
71354,100,3860,3110,91763,2,1
71487,100,3859,3109,92025,2,1
72143,100,3854,3105,92287,2,1
72013,100,3855,3106,92549,2,1
72661,100,3850,3102,92811,2,1
73045,100,3847,3100,93073,2,1
72532,100,3851,3103,93335,2,1
71751,100,3857,3108,93597,2,1
72661,100,3850,3102,93859,2,1
73426,100,3844,3097,94121,2,1
73172,100,3846,3099,94383,2,1
73172,100,3846,3099,94645,2,1
73172,100,3846,3099,94907,2,1
73045,100,3847,3100,95169,2,1
73552,100,3843,3096,95431,2,1
74053,100,3839,3093,95693,2,1
74301,100,3837,3092,95955,2,1
74053,100,3839,3093,96217,2,1
74301,100,3837,3092,96479,2,1
74793,100,3833,3088,96741,2,1
74915,100,3832,3088,97003,2,1
75158,100,3830,3086,97265,2,1
75279,100,3829,3085,97527,2,1
75400,100,3828,3084,97789,2,1
75521,100,3827,3084,98051,2,1
75761,100,3825,3082,98313,2,1
75641,100,3826,3083,98575,2,1
75999,100,3823,3080,98837,2,1
76118,100,3822,3080,99099,2,1
76118,100,3822,3080,99361,2,1
76472,100,3819,3077,99623,2,1
76472,100,3819,3077,99885,2,1
76707,100,3817,3075,100147,2,1
76824,100,3816,3075,100409,2,1
77173,100,3813,3072,100671,2,1
77404,100,3811,3071,100933,2,1
77633,100,3809,3069,101195,2,1
77862,100,3807,3067,101457,2,1
77519,100,3810,3070,101719,2,1
78541,100,3801,3063,101981,2,1
78541,100,3801,3063,102243,2,1
78541,100,3801,3063,102505,2,1
78653,100,3800,3062,102767,2,1
78988,100,3797,3059,103029,2,1
79210,100,3795,3058,103291,2,1
79320,100,3794,3057,103553,2,1
79431,100,3793,3056,103815,2,1
79978,100,3788,3052,104077,2,1
80411,100,3784,3049,104339,2,1
79869,100,3789,3053,104601,2,1
80087,100,3787,3051,104863,2,1
80840,100,3780,3046,105125,2,1
80626,100,3782,3047,105387,2,1
80733,100,3781,3046,105649,2,1
80519,100,3783,3048,105911,2,1
80947,100,3779,3045,106173,2,1
81791,100,3771,3038,106435,2,1
81791,100,3771,3038,106697,2,1
81687,100,3772,3039,106959,2,1
82104,100,3768,3036,107221,2,1
82312,100,3766,3034,107483,2,1
82104,100,3768,3036,107745,2,1
82621,100,3763,3032,108007,2,1
82826,100,3761,3030,108269,2,1
82826,100,3761,3030,108531,2,1
83030,100,3759,3029,108793,2,1
83335,100,3756,3026,109055,2,1
83839,100,3751,3022,109317,2,1
83436,100,3755,3026,109579,2,1
84138,100,3748,3020,109841,2,1
84634,100,3743,3016,110103,2,1
84337,100,3746,3018,110365,2,1
84337,100,3746,3018,110627,2,1
84732,100,3742,3015,110889,2,1
84831,100,3741,3014,111151,2,1
85319,100,3736,3010,111413,2,1
85027,100,3739,3013,111675,2,1
85513,100,3734,3009,111937,2,1
85706,100,3732,3007,112199,2,1
85995,100,3729,3005,112461,2,1
86186,100,3727,3003,112723,2,1
86662,100,3722,2999,112985,2,1
86567,100,3723,3000,113247,2,1
86851,100,3720,2997,113509,2,1
87133,100,3717,2995,113771,2,1
87226,100,3716,2994,114033,2,1
87692,100,3711,2990,114295,2,1
87413,100,3714,2992,114557,2,1
88245,100,3705,2985,114819,2,1
88061,100,3707,2987,115081,2,1
88153,100,3706,2986,115343,2,1
88611,100,3701,2982,115605,2,1
88974,100,3697,2979,115867,2,1
89064,100,3696,2978,116129,2,1
88428,100,3703,2984,116391,2,1
89513,100,3691,2974,116653,2,1
89781,100,3688,2972,116915,2,1
89603,100,3690,2973,117177,2,1
89959,100,3686,2970,117439,2,1
90224,100,3683,2967,117701,2,1
90313,100,3682,2967,117963,2,1
90576,100,3679,2964,118225,2,1
91273,100,3671,2958,118487,2,1
90839,100,3676,2962,118749,2,1
91273,100,3671,2958,119011,2,1
91446,100,3669,2956,119273,2,1
91446,100,3669,2956,119535,2,1
91962,100,3663,2951,119797,2,1
92047,100,3662,2951,120059,2,1
92302,100,3659,2948,120321,2,1
92557,100,3656,2946,120583,2,1
92810,100,3653,2943,120845,2,1
92978,100,3651,2942,121107,2,1
93145,100,3649,2940,121369,2,1
93562,100,3644,2936,121631,2,1
93893,100,3640,2933,121893,2,1
93976,100,3639,2932,122155,2,1
94140,100,3637,2930,122417,2,1
94468,100,3633,2927,122679,2,1
94386,100,3634,2928,122941,2,1
94794,100,3629,2924,123203,2,1
95279,100,3623,2919,123465,2,1
95440,100,3621,2918,123727,2,1
95198,100,3624,2920,123989,2,1
95680,100,3618,2915,124251,2,1
96079,100,3613,2911,124513,2,1
96079,100,3613,2911,124775,2,1
96475,100,3608,2907,125037,2,1
96632,100,3606,2905,125299,2,1
96711,100,3605,2905,125561,2,1
97024,100,3601,2901,125823,2,1
97102,100,3600,2901,126085,2,1
97491,100,3595,2897,126347,2,1
97336,100,3597,2898,126609,2,1
97878,100,3590,2893,126871,2,1
98109,100,3587,2890,127133,2,1
98491,100,3582,2886,127395,2,1
98719,100,3579,2884,127657,2,1
98871,100,3577,2882,127919,2,1
99249,100,3572,2878,128181,2,0
99249,100,3572,2878,128443,2,0
99549,100,3568,2875,128705,2,0
99699,100,3566,2873,128967,2,0
100220,100,3559,2868,129238,3,0
100368,100,3557,2866,129509,3,0
100516,100,3555,2864,129780,3,0
100590,100,3554,2864,130051,3,0
100664,100,3553,2863,130322,3,0
101031,100,3548,2859,130593,3,0
101396,100,3543,2855,130864,3,0
101541,100,3541,2853,131135,3,0
101903,100,3536,2849,131406,3,0
102119,100,3533,2847,131677,3,0
102263,100,3531,2845,131948,3,0
102621,100,3526,2841,132219,3,0
103119,100,3519,2835,132490,3,0
102906,100,3522,2838,132761,3,0
103119,100,3519,2835,133032,3,0
103261,100,3517,2834,133303,3,0
103473,100,3514,2831,133574,3,0
103894,100,3508,2826,133845,3,0
103894,100,3508,2826,134116,3,0
104174,100,3504,2823,134387,3,0
104522,100,3499,2819,134658,3,0
104522,100,3499,2819,134929,3,0
104591,100,3498,2818,135200,3,0
105006,100,3492,2814,135471,3,0
105418,100,3486,2809,135742,3,0
105349,100,3487,2810,136013,3,0
105486,100,3485,2808,136284,3,0
105759,100,3481,2805,136555,3,0
105896,100,3479,2803,136826,3,0
105896,100,3479,2803,137097,3,0
106438,100,3471,2797,137368,3,0
106842,100,3465,2792,137639,3,0
106774,100,3466,2793,137910,3,0
106976,100,3463,2790,138181,3,0
107243,100,3459,2787,138452,3,0
107376,100,3457,2785,138723,3,0
107310,100,3458,2786,138994,3,0
107907,100,3449,2779,139265,3,0
108040,100,3447,2777,139536,3,0
108171,100,3445,2776,139807,3,0
108237,100,3444,2775,140078,3,0
108566,100,3439,2771,140349,3,0
108566,100,3439,2771,140620,3,0
108893,100,3434,2767,140891,3,0
108827,100,3435,2768,141162,3,0
109153,100,3430,2764,141433,3,0
109088,100,3431,2764,141704,3,0
109477,100,3425,2760,141975,3,0
109413,100,3426,2760,142246,3,0
109607,100,3423,2758,142517,3,0
109994,100,3417,2753,142788,3,0
109800,100,3420,2756,143059,3,0
110122,100,3415,2752,143330,3,0
110250,100,3413,2750,143601,3,0
110378,100,3411,2748,143872,3,0
110888,100,3403,2742,144143,3,0
110697,100,3406,2744,144414,3,0
110952,100,3402,2741,144685,3,0
111015,100,3401,2740,144956,3,0
110952,100,3402,2741,145227,3,0
111142,100,3399,2739,145498,3,0
111332,100,3396,2736,145769,3,0
111521,100,3393,2734,146040,3,0
111458,100,3394,2735,146311,3,0
111584,100,3392,2733,146582,3,0
111836,100,3388,2730,146853,3,0
111836,100,3388,2730,147124,3,0
112274,100,3381,2724,147395,3,0
112149,100,3383,2726,147666,3,0
111961,100,3386,2728,147937,3,0
112461,100,3378,2722,148208,3,0
112461,100,3378,2722,148479,3,0
112958,100,3370,2715,148750,3,0
112834,100,3372,2717,149021,3,0
112710,150,3374,2718,149292,4,1
113020,150,3369,2714,149563,4,1
112896,150,3371,2716,149834,4,1
113267,150,3365,2711,150105,4,1
113267,150,3365,2711,150376,4,1
113513,150,3361,2708,150647,4,1
113575,150,3360,2707,150918,4,1
113759,150,3357,2705,151189,4,1
113636,150,3359,2706,151460,4,1
114004,150,3353,2702,151731,4,1
113759,150,3357,2705,152002,4,1
114187,150,3350,2699,152273,4,1
114065,150,3352,2701,152544,4,1
114187,150,3350,2699,152815,4,1
114187,150,3350,2699,153086,4,1
114370,150,3347,2697,153357,4,1
114430,150,3346,2696,153628,4,1
114855,150,3339,2690,153899,4,1
114795,150,3340,2691,154170,4,1
114430,150,3346,2696,154441,4,1
115036,150,3336,2688,154712,4,1
114248,150,3349,2698,154983,4,1
115278,150,3332,2685,155254,4,1
115157,150,3334,2686,155525,4,1
115458,150,3329,2682,155796,4,1
115338,150,3331,2684,156067,4,1
115398,150,3330,2683,156338,4,1
115518,150,3328,2681,156609,4,1
115458,150,3329,2682,156880,4,1
115698,150,3325,2679,157151,4,1
115878,150,3322,2677,157422,4,1
115698,150,3325,2679,157693,4,1
116117,150,3318,2673,157964,4,1
116117,150,3318,2673,158235,4,1
116057,150,3319,2674,158506,4,1
116295,150,3315,2671,158777,4,1
116592,150,3310,2667,159048,4,1
116414,150,3313,2669,159319,4,1
116355,150,3314,2670,159590,4,1
116711,150,3308,2665,159861,4,1
116770,150,3307,2664,160132,4,1
117301,150,3298,2657,160403,4,1
116888,150,3305,2663,160674,4,1
117125,150,3301,2660,160945,4,1
117478,150,3295,2655,161216,4,1
117184,150,3300,2659,161487,4,1
117478,150,3295,2655,161758,4,1
117536,150,3294,2654,162029,4,1
117478,150,3295,2655,162300,4,1
117654,150,3292,2652,162571,4,1
117771,150,3290,2651,162842,4,1
118005,150,3286,2648,163113,4,1
118121,150,3284,2646,163384,4,1
118238,150,3282,2644,163655,4,1
118180,150,3283,2645,163926,4,1
118529,150,3277,2640,164197,4,1
118296,150,3281,2644,164468,4,1
118703,150,3274,2638,164739,4,1
118819,150,3272,2636,165010,4,1
118819,150,3272,2636,165281,4,1
119050,150,3268,2633,165552,4,1
119108,150,3267,2632,165823,4,1
119108,150,3267,2632,166094,4,1
118877,150,3271,2635,166365,4,1
119396,150,3262,2628,166636,4,1
119626,150,3258,2625,166907,4,1
119683,150,3257,2624,167178,4,1
119626,150,3258,2625,167449,4,1
119855,150,3254,2622,167720,4,1
119970,150,3252,2620,167991,4,1
120198,150,3248,2617,168262,4,1
120312,150,3246,2615,168533,4,1
120255,150,3247,2616,168804,4,1
120255,150,3247,2616,169075,4,1
120597,150,3241,2611,169346,4,1
120597,150,3241,2611,169617,4,1
120710,150,3239,2610,169888,4,1
120880,150,3236,2607,170159,4,1
121107,150,3232,2604,170430,4,1
121220,150,3230,2602,170701,4,1
121333,150,3228,2601,170972,4,1
121558,150,3224,2598,171243,4,1
121839,150,3219,2594,171514,4,1
121839,150,3219,2594,171785,4,1
121951,150,3217,2592,172056,4,1
121951,150,3217,2592,172327,4,1
121951,150,3217,2592,172598,4,1
122176,150,3213,2589,172869,4,1
122566,150,3206,2583,173140,4,1
122566,150,3206,2583,173411,4,1
122734,150,3203,2581,173682,4,1
122900,150,3200,2578,173953,4,1
123122,150,3196,2575,174224,4,1
123122,150,3196,2575,174495,4,1
123289,150,3193,2573,174766,4,1
123399,150,3191,2571,175037,4,1
123731,150,3185,2566,175308,4,1
123841,150,3183,2565,175579,4,1
123731,150,3185,2566,175850,4,1
123951,150,3181,2563,176121,4,1
124116,150,3178,2561,176392,4,1
124171,150,3177,2560,176663,4,1
123841,150,3183,2565,176934,4,1
124773,150,3166,2551,177205,4,1
124773,150,3166,2551,177476,4,1
124773,150,3166,2551,177747,4,1
125155,150,3159,2545,178018,4,1
125155,150,3159,2545,178289,4,1
125427,150,3154,2541,178560,4,1
125210,150,3158,2544,178831,4,1
125861,150,3146,2535,179102,4,1
126077,150,3142,2532,179373,4,1
125807,150,3147,2536,179644,4,1
126723,150,3130,2522,179915,4,1
126293,150,3138,2528,180186,4,1
126293,150,3138,2528,180457,4,1
126723,150,3130,2522,180728,4,1
126831,150,3128,2520,180999,4,1
126669,150,3131,2523,181270,4,1
127259,150,3120,2514,181541,4,1
127099,150,3123,2516,181812,4,1
127526,150,3115,2510,182083,4,1
127739,150,3111,2507,182354,4,1
127846,150,3109,2505,182625,4,1
128006,150,3106,2503,182896,4,1
128218,150,3102,2499,183167,4,1
128430,150,3098,2496,183438,4,1
128589,150,3095,2494,183709,4,1
128695,150,3093,2492,183980,4,1
128853,150,3090,2490,184251,4,1
129170,150,3084,2485,184522,4,1
129327,150,3081,2482,184793,4,1
129538,150,3077,2479,185064,4,1
129538,150,3077,2479,185335,4,1
129643,150,3075,2478,185606,4,1
129853,150,3071,2474,185877,4,1
130010,150,3068,2472,186148,4,1
130167,150,3065,2469,186419,4,1
130428,150,3060,2465,186690,4,1
130376,150,3061,2466,186961,4,1
130636,150,3056,2462,187232,4,1
130740,150,3054,2461,187503,4,1
131052,150,3048,2456,187774,4,1
131312,150,3043,2452,188045,4,1
131312,150,3043,2452,188316,4,1
131467,150,3040,2449,188587,4,1
131778,150,3034,2444,188858,4,1
131984,150,3030,2441,189129,4,1
132088,150,3028,2440,189400,4,1
132191,150,3026,2438,189671,4,1
132345,150,3023,2436,189942,4,1
132551,150,3019,2432,190213,4,1
132397,150,3022,2435,190484,4,1
132910,150,3012,2427,190755,4,1
133167,150,3007,2423,191026,4,1
133218,150,3006,2422,191297,4,1
133371,150,3003,2420,191568,4,1
133780,150,2995,2413,191839,4,1
133882,150,2993,2411,192110,4,1
134136,150,2988,2407,192381,4,1
134340,150,2984,2404,192652,4,1
134391,150,2983,2403,192923,4,1
134543,150,2980,2401,193194,4,1
134746,150,2976,2398,193465,4,1
134492,150,2981,2402,193736,4,1
135100,150,2969,2392,194007,4,1
135302,150,2965,2389,194278,4,1
135151,150,2968,2391,194549,4,1
135656,150,2958,2383,194820,4,1
135857,150,2954,2380,195091,4,1
136059,150,2950,2377,195362,4,1
136410,150,2943,2371,195633,4,1
136360,150,2944,2372,195904,4,1
136561,150,2940,2369,196175,4,1
136812,150,2935,2365,196446,4,1
136812,150,2935,2365,196717,4,1
137112,150,2929,2360,196988,4,1
137362,150,2924,2356,197259,4,1
137561,150,2920,2353,197530,4,1
137611,150,2919,2352,197801,4,1
137811,150,2915,2349,198072,4,1
138109,150,2909,2344,198343,4,1
138358,150,2904,2340,198614,4,1
138556,150,2900,2336,198885,4,1
138656,150,2898,2335,199156,4,1
138854,150,2894,2332,199427,4,1
138953,150,2892,2330,199698,4,1
139398,150,2883,2323,199969,4,1
139497,150,2881,2321,200240,4,1
139744,150,2876,2317,200511,4,1
139793,150,2875,2316,200782,4,1
139793,150,2875,2316,201053,4,1
140089,150,2869,2312,201324,4,1
140237,150,2866,2309,201595,4,1
140434,150,2862,2306,201866,4,1
140581,150,2859,2303,202137,4,1
140728,150,2856,2301,202408,4,1
141170,150,2847,2294,202679,4,1
141415,150,2842,2290,202950,4,1
141366,150,2843,2291,203221,4,1
141366,150,2843,2291,203492,4,1
141758,150,2835,2284,203763,4,1
141855,150,2833,2283,204034,4,1
142197,150,2826,2277,204305,4,1
142246,150,2825,2276,204576,4,1
142490,150,2820,2272,204847,4,1
142587,150,2818,2270,205118,4,1
