Temperature,ADC_Value,Voltage,Time,FSM_State_Index,Heater_Currently_On
237417,1092,880,470458,8,1
237579,1090,878,470728,8,1
238065,1084,873,470998,8,1
237740,1088,876,471268,8,1
237821,1087,875,471538,8,1
237902,1086,875,471808,8,1
238065,1084,873,472078,8,1
238065,1084,873,472348,8,1
238309,1081,871,472618,8,1
238390,1080,870,472888,8,1
238472,1079,869,473158,8,1
238472,1079,869,473428,8,1
238635,1077,867,473698,8,1
238881,1074,865,473968,8,1
238799,1075,866,474238,8,1
238390,1080,870,474508,8,1
238881,1074,865,474778,8,1
238963,1073,864,475048,8,1
239127,1071,863,475318,8,0
238717,1076,867,475588,8,1
239292,1069,861,475858,8,0
239292,1069,861,476128,8,0
239457,1067,859,476398,8,0
239539,1066,859,476668,8,0
239705,1064,857,476938,8,0
239953,1061,855,477208,8,0
239787,1063,856,477478,8,0
239787,1063,856,477748,8,0
239953,1061,855,478018,8,0
240119,1059,853,478288,9,0
240286,1057,851,478558,9,0
240286,1057,851,478828,9,0
240369,1056,850,479098,9,0
240369,1056,850,479368,9,0
240536,1054,849,479638,9,0
240620,1053,848,479908,9,0
240286,1057,851,480178,9,0
240871,1050,846,480448,9,0
240955,1049,845,480718,9,0
240536,1054,849,480988,9,0
241039,1048,844,481258,9,0
241207,1046,842,481528,9,0
241207,1046,842,481798,9,0
241123,1047,843,482068,9,0
241291,1045,842,482338,9,0
241291,1045,842,482608,9,0
241375,1044,841,482878,9,0
241375,1044,841,483148,9,0
241544,1042,839,483418,9,0
241460,1043,840,483688,9,0
241544,1042,839,483958,9,0
241713,1040,838,484228,9,0
241629,1041,838,484498,9,0
241798,1039,837,484768,9,0
241883,1038,836,485038,9,0
241713,1040,838,485308,9,0
241883,1038,836,485578,9,0
242052,1036,834,485848,9,0
241968,1037,835,486118,9,0
242052,1036,834,486388,9,0
241883,1038,836,486658,9,0
241968,1037,835,486928,9,0
242138,1035,834,487198,9,0
241968,1037,835,487468,9,0
242138,1035,834,487738,9,0
242052,1036,834,488008,9,0
242308,1033,832,488278,9,0
242308,1033,832,488548,10,0
242138,1035,834,488818,10,0
242138,1035,834,489088,10,0
242223,1034,833,489358,10,0
242223,1034,833,489628,10,0
242308,1033,832,489898,10,0
242393,1032,831,490168,10,0
242308,1033,832,490438,10,0
242308,1033,832,490708,10,0
242393,1032,831,490978,10,0
242223,1034,833,491248,10,0
242308,1033,832,491518,10,0
242308,1033,832,491788,10,0
242138,1035,834,492058,10,0
242138,1035,834,492328,10,0
242393,1032,831,492598,10,0
242223,1034,833,492868,10,0
242308,1033,832,493138,10,0
241883,1038,836,493408,10,0
242223,1034,833,493678,10,0
242052,1036,834,493948,10,0
242223,1034,833,494218,10,0
242052,1036,834,494488,10,0
242138,1035,834,494758,10,0
242052,1036,834,495028,10,0
242052,1036,834,495298,10,0
242138,1035,834,495568,10,0
241883,1038,836,495838,10,0
241883,1038,836,496108,10,0
242138,1035,834,496378,10,0
241883,1038,836,496648,10,0
241544,1042,839,496918,10,0
241798,1039,837,497188,10,0
241629,1041,838,497458,10,0
241629,1041,838,497728,10,0
241544,1042,839,497998,10,0
241460,1043,840,498268,10,0
241629,1041,838,498538,10,0
241544,1042,839,498808,10,0
241375,1044,841,499078,10,0
241375,1044,841,499348,10,0
241123,1047,843,499618,10,0
241207,1046,842,499888,10,0
241123,1047,843,500158,10,0
240955,1049,845,500428,10,0
241039,1048,844,500698,10,0
240871,1050,846,500968,10,0
240787,1051,846,501238,10,0
240871,1050,846,501508,10,0
240620,1053,848,501778,10,0
240620,1053,848,502048,10,0
240369,1056,850,502318,10,0
240536,1054,849,502588,10,0
240452,1055,850,502858,10,0
240202,1058,852,503128,10,0
240119,1059,853,503398,10,0
240202,1058,852,503668,10,0
240036,1060,854,503938,10,0
240036,1060,854,504208,10,0
240369,1056,850,504478,10,0
239870,1062,855,504748,10,0
239787,1063,856,505018,10,0
239539,1066,859,505288,10,0
239539,1066,859,505558,10,0
239457,1067,859,505828,10,0
239457,1067,859,506098,10,0
239209,1070,862,506368,10,0
239127,1071,863,506638,10,0
238963,1073,864,506908,10,0
238963,1073,864,507178,10,0
238881,1074,865,507448,10,0
238799,1075,866,507718,10,0
238554,1078,868,507988,10,0
238554,1078,868,508258,10,0
238554,1078,868,508528,10,0
238472,1079,869,508798,10,0
238309,1081,871,509068,10,0
238065,1084,873,509338,10,0
237984,1085,874,509608,10,0
237902,1086,875,509878,10,0
237579,1090,878,510148,10,0
237740,1088,876,510418,10,0
237660,1089,877,510688,10,0
237660,1089,877,510958,10,0
237579,1090,878,511228,10,0
237256,1094,881,511498,10,0
237256,1094,881,511768,10,0
237095,1096,883,512038,10,0
237015,1097,884,512308,10,0
237015,1097,884,512578,10,0
236854,1099,885,512848,10,0
236614,1102,888,513118,10,0
236935,1098,884,513388,10,0
236455,1104,889,513658,10,0
236295,1106,891,513928,10,0
236136,1108,892,514198,10,0
236136,1108,892,514468,10,0
235977,1110,894,514738,10,0
235898,1111,895,515008,10,0
235581,1115,898,515278,10,0
235502,1116,899,515548,10,0
234951,1123,904,515818,10,0
235187,1120,902,516088,10,0
235265,1119,901,516358,10,0
235187,1120,902,516628,10,0
234951,1123,904,516898,10,0
234716,1126,907,517168,10,0
234951,1123,904,517438,10,0
234559,1128,909,517708,10,0
234403,1130,910,517978,10,0
234403,1130,910,518248,10,0
234325,1131,911,518518,10,0
234170,1133,913,518788,10,0
234247,1132,912,519058,10,0
233859,1137,916,519328,10,0
233859,1137,916,519598,10,0
233626,1140,918,519868,10,0
233240,1145,922,520138,10,0
233318,1144,921,520408,10,0
233240,1145,922,520678,10,0
232933,1149,925,520948,10,0
232933,1149,925,521218,10,0
232703,1152,928,521488,10,0
232626,1153,929,521758,10,0
232703,1152,928,522028,10,0
232397,1156,931,522298,10,0
232168,1159,933,522568,10,0
232092,1160,934,522838,10,0
232016,1161,935,523108,10,0
231864,1163,937,523378,10,0
231637,1166,939,523648,10,0
231713,1165,938,523918,10,0
231788,1164,938,524188,10,0
231486,1168,941,524458,10,0
231561,1167,940,524728,10,0
231109,1173,945,524998,10,0
230958,1175,946,525268,10,0
230808,1177,948,525538,10,0
230733,1178,949,525808,10,0
230658,1179,950,526078,10,0
230508,1181,951,526348,10,0
230434,1182,952,526618,10,0
230210,1185,954,526888,10,0
230061,1187,956,527158,10,0
229763,1191,959,527428,10,0
229986,1188,957,527698,10,0
229689,1192,960,527968,10,0
229689,1192,960,528238,10,0
229541,1194,962,528508,10,0
229245,1198,965,528778,10,0
228951,1202,968,529048,10,0
229024,1201,967,529318,10,0
228877,1203,969,529588,10,0
228657,1206,971,529858,10,0
228657,1206,971,530128,10,0
228437,1209,974,530398,10,0
228218,1212,976,530668,10,0
228364,1210,975,530938,10,0
228145,1213,977,531208,10,0
227927,1216,979,531478,10,0
227854,1217,980,531748,10,0
227636,1220,983,532018,10,0
227563,1221,983,532288,10,0
227274,1225,987,532558,10,0
227346,1224,986,532828,10,0
226985,1229,990,533098,10,0
226913,1230,991,533368,10,0
226769,1232,992,533638,10,0
226626,1234,994,533908,10,0
226554,1235,995,534178,10,0
226410,1237,996,534448,10,0
226339,1238,997,534718,10,0
226053,1242,1000,534988,10,0
225910,1244,1002,535258,10,0
225839,1245,1003,535528,10,0
225768,1246,1004,535798,10,0
225484,1250,1007,536068,10,0
225342,1252,1008,536338,10,0
225130,1255,1011,536608,10,0
224989,1257,1012,536878,10,0
224989,1257,1012,537148,10,0
224777,1260,1015,537418,10,0
224496,1264,1018,537688,10,0
224426,1265,1019,537958,10,0
224426,1265,1019,538228,10,0
224215,1268,1021,538498,10,0
223796,1274,1026,538768,10,0
223866,1273,1025,539038,10,0
223657,1276,1028,539308,10,0
223518,1278,1029,539578,10,0
223379,1280,1031,539848,10,0
223240,1282,1033,540118,10,0
223032,1285,1035,540388,10,0
223032,1285,1035,540658,10,0
222756,1289,1038,540928,10,0
222618,1291,1040,541198,10,0
222000,1300,1047,541468,10,0
222274,1296,1044,541738,10,0
222068,1299,1046,542008,10,0
221931,1301,1048,542278,10,0
221931,1301,1048,542548,10,0
221931,1301,1048,542818,10,0
221658,1305,1051,543088,10,0
221386,1309,1054,543358,10,0
221250,1311,1056,543628,10,0
221114,1313,1058,543898,10,0
220843,1317,1061,544168,10,0
220910,1316,1060,544438,10,0
220640,1320,1063,544708,10,0
220572,1321,1064,544978,10,0
220438,1323,1066,545248,10,0
220101,1328,1070,545518,10,0
220034,1329,1070,545788,10,0
219967,1330,1071,546058,10,0
219766,1333,1074,546328,10,0
219632,1335,1075,546598,10,0
219298,1340,1079,546868,10,0
219298,1340,1079,547138,10,0
219165,1342,1081,547408,10,0
218965,1345,1083,547678,10,0
218833,1347,1085,547948,10,0
218634,1350,1087,548218,10,0
218435,1353,1090,548488,10,0
218435,1353,1090,548758,10,0
218171,1357,1093,549028,10,0
218040,1359,1095,549298,10,0
217974,1360,1095,549568,10,0
217777,1363,1098,549838,10,0
217580,1366,1100,550108,10,0
217449,1368,1102,550378,10,0
217187,1372,1105,550648,10,0
217122,1373,1106,550918,10,0
216926,1376,1108,551188,10,0
216731,1379,1111,551458,10,0
216536,1382,1113,551728,10,0
216407,1384,1115,551998,10,0
216342,1385,1116,552268,10,0
215889,1392,1121,552538,10,0
216018,1390,1120,552808,10,0
215889,1392,1121,553078,10,0
215632,1396,1124,553348,10,0
215439,1399,1127,553618,10,0
215375,1400,1128,553888,10,0
215118,1404,1131,554158,10,0
214990,1406,1133,554428,10,0
214926,1407,1133,554698,10,0
214799,1409,1135,554968,10,0
214544,1413,1138,555238,10,0
214353,1416,1141,555508,10,0
214226,1418,1142,555778,10,0
214035,1421,1145,556048,10,0
213972,1422,1145,556318,10,0
213782,1425,1148,556588,10,0
213656,1427,1149,556858,10,0
213530,1429,1151,557128,10,0
213340,1432,1153,557398,10,0
213152,1435,1156,557668,10,0
212963,1438,1158,557938,10,0
212901,1439,1159,558208,10,0
212713,1442,1162,558478,10,0
212713,1442,1162,558748,10,0
212462,1446,1165,559018,10,0
212275,1449,1167,559288,10,0
212213,1450,1168,559558,10,0
211964,1454,1171,559828,10,0
211840,1456,1173,560098,10,0
211591,1460,1176,560368,10,0
211344,1464,1179,560638,10,0
211282,1465,1180,560908,10,0
211282,1465,1180,561178,10,0
210912,1471,1185,561448,10,0
210912,1471,1185,561718,10,0
210727,1474,1187,561988,10,0
210604,1476,1189,562258,10,0
210298,1481,1193,562528,10,0
210114,1484,1195,562798,10,0
210053,1485,1196,563068,10,0
209809,1489,1199,563338,10,0
209687,1491,1201,563608,10,0
209443,1495,1204,563878,10,0
209383,1496,1205,564148,10,0
209322,1497,1206,564418,10,0
209079,1501,1209,564688,10,0
208958,1503,1211,564958,10,0
208777,1506,1213,565228,10,0
208656,1508,1215,565498,10,0
208777,1506,1213,565768,10,0
208294,1514,1220,566038,10,0
208234,1515,1220,566308,10,0
208054,1518,1223,566578,10,0
207874,1521,1225,566848,10,0
207754,1523,1227,567118,10,0
207634,1525,1228,567388,10,0
206918,1537,1238,567658,10,0
207335,1530,1232,567928,10,0
207216,1532,1234,568198,10,0
207037,1535,1236,568468,10,0
206859,1538,1239,568738,10,0
206740,1540,1241,569008,10,0
206443,1545,1245,569278,10,0
206384,1546,1245,569548,10,0
206325,1547,1246,569818,10,0
205911,1554,1252,570088,10,0
206029,1552,1250,570358,10,0
205617,1559,1256,570628,10,0
205558,1560,1257,570898,10,0
205440,1562,1258,571168,10,0
205264,1565,1261,571438,10,0
205089,1568,1263,571708,10,0
204971,1570,1265,571978,10,0
204854,1572,1266,572248,10,0
204679,1575,1269,572518,10,0
204854,1572,1266,572788,10,0
204388,1580,1273,573058,10,0
204155,1584,1276,573328,10,0
203923,1588,1279,573598,10,0
203865,1589,1280,573868,10,0
203633,1593,1283,574138,10,0
203460,1596,1286,574408,10,0
203344,1598,1287,574678,10,0
203344,1598,1287,574948,10,0
203286,1599,1288,575218,10,0
202998,1604,1292,575488,10,0
202826,1607,1295,575758,10,0
202711,1609,1296,576028,10,0
202596,1611,1298,576298,10,0
202367,1615,1301,576568,10,0
202309,1616,1302,576838,10,0
202138,1619,1304,577108,10,0
202023,1621,1306,577378,10,0
201795,1625,1309,577648,10,0
201681,1627,1311,577918,10,0
201397,1632,1315,578188,10,0
201340,1633,1315,578458,10,0
201169,1636,1318,578728,10,0
201340,1633,1315,578998,10,0
200943,1640,1321,579268,10,0
200886,1641,1322,579538,10,0
200773,1643,1324,579808,10,0
200434,1649,1328,580078,10,0
200208,1653,1332,580348,10,0
200321,1651,1330,580618,10,0
200039,1656,1334,580888,10,0
199815,1660,1337,581158,10,0
199815,1660,1337,581428,10,0
199590,1664,1340,581698,10,0
199534,1665,1341,581968,10,0
199590,1664,1340,582238,10,0
199198,1671,1346,582508,10,0
199031,1674,1349,582778,10,0
198975,1675,1349,583048,10,0
198808,1678,1352,583318,10,0
198641,1681,1354,583588,10,0
198585,1682,1355,583858,10,0
198363,1686,1358,584128,10,0
198196,1689,1361,584398,10,0
198085,1691,1362,584668,10,0
197919,1694,1365,584938,10,0
197919,1694,1365,585208,10,0
197643,1699,1369,585478,10,0
197532,1701,1370,585748,10,0
197422,1703,1372,586018,10,0
197201,1707,1375,586288,10,0
196981,1711,1378,586558,10,0
196926,1712,1379,586828,10,0
196871,1713,1380,587098,10,0
196707,1716,1382,587368,10,0
196487,1720,1386,587638,10,0
196378,1722,1387,587908,10,0
196214,1725,1390,588178,10,0
195995,1729,1393,588448,10,0
195832,1732,1395,588718,10,0
195723,1734,1397,588988,10,0
195668,1735,1398,589258,10,0
195559,1737,1399,589528,10,0
195450,1739,1401,589798,10,0
195287,1742,1403,590068,10,0
195179,1744,1405,590338,10,0
194854,1750,1410,590608,10,0
194691,1753,1412,590878,10,0
194691,1753,1412,591148,10,0
194583,1755,1414,591418,10,0
194367,1759,1417,591688,10,0
194313,1760,1418,591958,10,0
194151,1763,1420,592228,10,0
193990,1766,1423,592498,10,0
193990,1766,1423,592768,10,0
193721,1771,1427,593038,10,0
193667,1772,1427,593308,10,0
193560,1774,1429,593578,10,0
193452,1776,1431,593848,10,0
193399,1777,1432,594118,10,0
193024,1784,1437,594388,10,0
192917,1786,1439,594658,10,0
192864,1787,1440,594928,10,0
192650,1791,1443,595198,10,0
192490,1794,1445,595468,10,0
192437,1795,1446,595738,10,0
192917,1786,1439,596008,10,0
192224,1799,1449,596278,10,0
192011,1803,1452,596548,10,0
191852,1806,1455,596818,10,0
191693,1809,1457,597088,10,0
191640,1810,1458,597358,10,0
191481,1813,1461,597628,10,0
191375,1815,1462,597898,10,0
191163,1819,1465,598168,10,0
191163,1819,1465,598438,10,0
190952,1823,1469,598708,10,0
190847,1825,1470,598978,10,0
190847,1825,1470,599248,10,0
190847,1825,1470,599518,10,0
190478,1832,1476,599788,10,0
190320,1835,1478,600058,10,0
190163,1838,1481,600328,10,0
190058,1840,1482,600598,10,0
189953,1842,1484,600868,10,0
189691,1847,1488,601138,10,0
189586,1849,1490,601408,10,0
189482,1851,1491,601678,10,0
189273,1855,1494,601948,10,0
189377,1853,1493,602218,10,0
189221,1856,1495,602488,10,0
189116,1858,1497,602758,10,0
189168,1857,1496,603028,10,0
188803,1864,1502,603298,10,0
188699,1866,1503,603568,10,0
188232,1875,1510,603838,10,0
188387,1872,1508,604108,10,0
188232,1875,1510,604378,10,0
188128,1877,1512,604648,10,0
187972,1880,1515,604918,10,0
187817,1883,1517,605188,10,0
187765,1884,1518,605458,10,0
187559,1888,1521,605728,10,0
187455,1890,1523,605998,10,0
187404,1891,1523,606268,10,0
187146,1896,1527,606538,10,0
187042,1898,1529,606808,10,0
187094,1897,1528,607078,10,0
186785,1903,1533,607348,10,0
186734,1904,1534,607618,10,0
186579,1907,1536,607888,10,0
186477,1909,1538,608158,10,0
186477,1909,1538,608428,10,0
186169,1915,1543,608698,10,0
186066,1917,1544,608968,10,0
185964,1919,1546,609238,10,0
185708,1924,1550,609508,10,0
185657,1925,1551,609778,10,0
185605,1926,1552,610048,10,0
191163,1819,1465,610318,10,0
185350,1931,1556,610588,10,0
185350,1931,1556,610858,10,0
185044,1937,1560,611128,10,0
184942,1939,1562,611398,10,0
184789,1942,1564,611668,10,0
184688,1944,1566,611938,10,0
184688,1944,1566,612208,10,0
184484,1948,1569,612478,10,0
184383,1950,1571,612748,10,0
184230,1953,1573,613018,10,0
184028,1957,1577,613288,10,0
184028,1957,1577,613558,10,0
183825,1961,1580,613828,10,0
183724,1963,1581,614098,10,0
183572,1966,1584,614368,10,0
183420,1969,1586,614638,10,0
183319,1971,1588,614908,10,0
183218,1973,1589,615178,10,0
183168,1974,1590,615448,10,0
183017,1977,1593,615718,10,0
182865,1980,1595,615988,10,0
182664,1984,1598,616258,10,0
182563,1986,1600,616528,10,0
182412,1989,1602,616798,10,0
182161,1994,1606,617068,10,0
182211,1993,1606,617338,10,0
181961,1998,1610,617608,10,0
181961,1998,1610,617878,10,0
182011,1997,1609,618148,10,0
181710,2003,1614,618418,10,0
181560,2006,1616,618688,10,0
181510,2007,1617,618958,10,0
181460,2008,1618,619228,10,0
181410,2009,1618,619498,10,0
181210,2013,1622,619768,10,0
180860,2020,1627,620038,10,0
180810,2021,1628,620308,10,0
180611,2025,1631,620578,10,0
180561,2026,1632,620848,10,0
180561,2026,1632,621118,10,0
180262,2032,1637,621388,10,0
180212,2033,1638,621658,10,0
180063,2036,1640,621928,10,0
180063,2036,1640,622198,10,0
179864,2040,1643,622468,10,0
179715,2043,1646,622738,10,0
179765,2042,1645,623008,10,0
179467,2048,1650,623278,10,0
179269,2052,1653,623548,10,0
179220,2053,1654,623818,10,0
179220,2053,1654,624088,10,0
179121,2055,1656,624358,10,0
178923,2059,1659,624628,10,0
178824,2061,1660,624898,10,0
178774,2062,1661,625168,10,0
178379,2070,1668,625438,10,0
178182,2074,1671,625708,10,0
178034,2077,1673,625978,10,0
177640,2085,1680,626248,10,0
177345,2091,1685,626518,10,0
176854,2101,1693,626788,10,0
176560,2107,1697,627058,10,0
175924,2120,1708,627328,10,0
175582,2127,1714,627598,10,0
174948,2140,1724,627868,10,0
174462,2150,1732,628138,10,0
173879,2162,1742,628408,10,0
173297,2174,1751,628678,10,0
172572,2189,1764,628948,10,0
171993,2201,1773,629218,10,0
171366,2214,1784,629488,10,0
170837,2225,1793,629758,10,0
170165,2239,1804,630028,10,0
169541,2252,1814,630298,10,0
168871,2266,1826,630568,10,0
168202,2280,1837,630838,10,0
167534,2294,1848,631108,10,0
167010,2305,1857,631378,10,0
166343,2319,1868,631648,10,0
165915,2328,1876,631918,10,0
165155,2344,1888,632188,10,0
164443,2359,1901,632458,10,0
163731,2374,1913,632728,10,0
163210,2385,1921,632998,10,0
162689,2396,1930,633268,10,0
162168,2407,1939,633538,10,0
161459,2422,1951,633808,10,0
160891,2434,1961,634078,10,0
160230,2448,1972,634348,10,0
159804,2457,1980,634618,10,0
159095,2472,1992,634888,10,0
158623,2482,2000,635158,10,0
158056,2494,2009,635428,10,0
157489,2506,2019,635698,10,0
157158,2513,2025,635968,10,0
156402,2529,2038,636238,10,0
155551,2547,2052,636508,10,0
155409,2550,2054,636778,10,0
154747,2564,2066,637048,10,0
154179,2576,2075,637318,10,0
153752,2585,2083,637588,10,0
153278,2595,2091,637858,10,0
152852,2604,2098,638128,10,0
152282,2616,2108,638398,10,0
151808,2626,2116,638668,10,0
151285,2637,2125,638938,10,0
150619,2651,2136,639208,10,0
150238,2659,2142,639478,10,0
149809,2668,2150,639748,10,0
149332,2678,2158,640018,10,0
148950,2686,2164,640288,10,0
148902,2687,2165,640558,10,0
147946,2707,2181,640828,10,0
147515,2716,2188,641098,10,0
147083,2725,2195,641368,10,0
146459,2738,2206,641638,10,0
146122,2745,2212,641908,10,0
145640,2755,2220,642178,10,0
145254,2763,2226,642448,10,0
144868,2771,2233,642718,10,0
144384,2781,2241,642988,10,0
143851,2792,2249,643258,10,0
143512,2799,2255,643528,10,0
143171,2806,2261,643798,10,0
142685,2816,2269,644068,10,0
142441,2821,2273,644338,10,0
142002,2830,2280,644608,10,0
141415,2842,2290,644878,10,0
141023,2850,2296,645148,10,0
140728,2856,2301,645418,10,0
140434,2862,2306,645688,10,0
140040,2870,2312,645958,10,0
139398,2883,2323,646228,10,0
139250,2886,2325,646498,10,0
138804,2895,2332,646768,10,0
138407,2903,2339,647038,10,0
138010,2911,2345,647308,10,0
137611,2919,2352,647578,10,0
137362,2924,2356,647848,10,0
136561,2940,2369,648118,10,0
136511,2941,2370,648388,10,0
136008,2951,2378,648658,10,0
135807,2955,2381,648928,10,0
135353,2964,2388,649198,10,0
135100,2969,2392,649468,10,0
134695,2977,2399,649738,10,0
134340,2984,2404,650008,10,0
133984,2991,2410,650278,10,0
133780,2995,2413,650548,10,0
133269,3005,2421,650818,10,0
132910,3012,2427,651088,10,0
132602,3018,2432,651358,10,0
132448,3021,2434,651628,10,0
131933,3031,2442,651898,10,0
131674,3036,2446,652168,10,0
131312,3043,2452,652438,10,0
131104,3047,2455,652708,10,0
130740,3054,2461,652978,10,0
130323,3062,2467,653248,10,0
130062,3067,2471,653518,10,0
129643,3075,2478,653788,10,0
129643,3075,2478,654058,10,0
129117,3085,2486,654328,10,0
128800,3091,2490,654598,10,0
128589,3095,2494,654868,10,0
128377,3099,2497,655138,10,0
128006,3106,2503,655408,10,0
127686,3112,2507,655678,10,0
127366,3118,2512,655948,10,0
127633,3113,2508,656218,10,0
126669,3131,2523,656488,10,0
126454,3135,2526,656758,10,0
126185,3140,2530,657028,10,0
125807,3147,2536,657298,10,0
125644,3150,2538,657568,10,0
125536,3152,2540,657838,10,0
125101,3160,2546,658108,10,0
124828,3165,2550,658378,10,0
124500,3171,2555,658648,10,0
124171,3177,2560,658918,10,0
124006,3180,2562,659188,10,0
123510,3189,2569,659458,10,0
123455,3190,2570,659728,10,0
123233,3194,2573,659998,10,0
123011,3198,2577,660268,10,0
122789,3202,2580,660538,10,0
122455,3208,2585,660808,10,0
122176,3213,2589,661078,10,0
121951,3217,2592,661348,10,0
121446,3226,2599,661618,10,0
121446,3226,2599,661888,10,0
121333,3228,2601,662158,10,0
121276,3229,2602,662428,10,0
120994,3234,2606,662698,10,0
120824,3237,2608,662968,10,0
120312,3246,2615,663238,10,0
120255,3247,2616,663508,10,0
120027,3251,2619,663778,10,0
119855,3254,2622,664048,10,0
119740,3256,2623,664318,10,0
119511,3260,2627,664588,10,0
119223,3265,2631,664858,10,0
118819,3272,2636,665128,10,0
118819,3272,2636,665398,10,0
118529,3277,2640,665668,10,0
118354,3280,2643,665938,10,0
118063,3285,2647,666208,10,0
117888,3288,2649,666478,10,0
117829,3289,2650,666748,10,0
117301,3298,2657,667018,10,0
117242,3299,2658,667288,10,0
116888,3305,2663,667558,10,0
116711,3308,2665,667828,10,0
116592,3310,2667,668098,10,0
116652,3309,2666,668368,10,0
116414,3313,2669,668638,10,0
115878,3322,2677,668908,10,0
115758,3324,2678,669178,10,0
115578,3327,2681,669448,10,0
115338,3331,2684,669718,10,0
115338,3331,2684,669988,10,0
115036,3336,2688,670258,10,0
114855,3339,2690,670528,10,0
114552,3344,2694,670798,10,0
114430,3346,2696,671068,10,0
114248,3349,2698,671338,10,0
114126,3351,2700,671608,10,0
113881,3355,2703,671878,10,0
113697,3358,2706,672148,10,0
113513,3361,2708,672418,10,0
113267,3365,2711,672688,10,0
113082,3368,2714,672958,10,0
112958,3370,2715,673228,10,0
112648,3375,2719,673498,10,0
112399,3379,2723,673768,10,0
112274,3381,2724,674038,10,0
112024,3385,2727,674308,10,0
112024,3385,2727,674578,10,0
111773,3389,2731,674848,10,0
111521,3393,2734,675118,10,0
111458,3394,2735,675388,10,0
111205,3398,2738,675658,10,0
110634,3407,2745,675928,10,0
110761,3405,2743,676198,10,0
110314,3412,2749,676468,10,0
110250,3413,2750,676738,10,0
110122,3415,2752,677008,10,0
109800,3420,2756,677278,10,0
109671,3422,2757,677548,10,0
109607,3423,2758,677818,10,0
109477,3425,2760,678088,10,0
109283,3428,2762,678358,10,0
108762,3436,2768,678628,10,0
108958,3433,2766,678898,10,0
108697,3437,2769,679168,10,0
108631,3438,2770,679438,10,0
108434,3441,2772,679708,10,0
108105,3446,2776,679978,10,0
107841,3450,2780,680248,10,0
108040,3447,2777,680518,10,0
107907,3449,2779,680788,10,0
107576,3454,2783,681058,10,0
107310,3458,2786,681328,10,0
107043,3462,2789,681598,10,0
107110,3461,2789,681868,10,0
106909,3464,2791,682138,10,0
106640,3468,2794,682408,10,0
106438,3471,2797,682678,10,0
106573,3469,2795,682948,10,0
106235,3474,2799,683218,10,0
106032,3477,2801,683488,10,0
105896,3479,2803,683758,10,0
105759,3481,2805,684028,10,0
105555,3484,2807,684298,10,0
105349,3487,2810,684568,10,0
105281,3488,2810,684838,10,0
105075,3491,2813,685108,10,0
104729,3496,2817,685378,10,0
104799,3495,2816,685648,10,0
104660,3497,2818,685918,10,0
104313,3502,2822,686188,10,0
104383,3501,2821,686458,10,0
104243,3503,2822,686728,10,0
104034,3506,2825,686998,10,0
103964,3507,2826,687268,10,0
103543,3513,2830,687538,10,0
103894,3508,2826,687808,10,0
103402,3515,2832,688078,10,0
103331,3516,2833,688348,10,0
103331,3516,2833,688618,10,0
103261,3517,2834,688888,10,0
103048,3520,2836,689158,10,0
102977,3521,2837,689428,10,0
102906,3522,2838,689698,10,0
102478,3528,2843,689968,10,0
102550,3527,2842,690238,10,0
102047,3534,2847,690508,10,0
102119,3533,2847,690778,10,0
102047,3534,2847,691048,10,0
101975,3535,2848,691318,10,0
101759,3538,2851,691588,10,0
101541,3541,2853,691858,10,0
101396,3543,2855,692128,10,0
101468,3542,2854,692398,10,0
101177,3546,2857,692668,10,0
101250,3545,2856,692938,10,0
100957,3549,2860,693208,10,0
100811,3551,2861,693478,10,0
100664,3553,2863,693748,10,0
100442,3556,2865,694018,10,0
100368,3557,2866,694288,10,0
100220,3559,2868,694558,10,0
100146,3560,2868,694828,10,0
100072,3561,2869,695098,10,0
100220,3559,2868,695368,10,0
99849,3564,2872,695629,10,0
99699,3566,2873,695890,10,0
99624,3567,2874,696151,10,0
99174,3573,2879,696412,10,0
99249,3572,2878,696673,10,0
99174,3573,2879,696934,10,0
98947,3576,2881,697195,10,0
98719,3579,2884,697456,10,0
98643,3580,2884,697717,10,0
98415,3583,2887,697978,10,0
98415,3583,2887,698239,10,0
98109,3587,2890,698500,10,0
98415,3583,2887,698761,10,0
98032,3588,2891,699022,10,0
97801,3591,2893,699283,10,0
98109,3587,2890,699544,10,0
97569,3594,2896,699805,10,0
97724,3592,2894,700066,10,0
97724,3592,2894,700327,10,0
97336,3597,2898,700588,10,0
97491,3595,2897,700849,10,0
97336,3597,2898,701110,10,0
97258,3598,2899,701371,10,0
97024,3601,2901,701632,10,0
96946,3602,2902,701893,10,0
96868,3603,2903,702154,10,0
96711,3605,2905,702415,10,0
96396,3609,2908,702676,10,0
96237,3611,2909,702937,10,0
96396,3609,2908,703198,10,0
96396,3609,2908,703459,10,0
96237,3611,2909,703720,10,0
96317,3610,2909,703981,10,0
95760,3617,2914,704242,10,0
96079,3613,2911,704503,10,0
95840,3616,2913,704764,10,0
95440,3621,2918,705025,10,0
95600,3619,2916,705286,10,0
95360,3622,2918,705547,10,0
95360,3622,2918,705808,10,0
95037,3626,2922,706069,10,0
94956,3627,2922,706330,10,0
95037,3626,2922,706591,10,0
94875,3628,2923,706852,10,0
94468,3633,2927,707113,10,0
94794,3629,2924,707374,10,0
94468,3633,2927,707635,10,0
94304,3635,2929,707896,10,0
94386,3634,2928,708157,10,0
93893,3640,2933,708418,10,0
93811,3641,2934,708679,10,0
94304,3635,2929,708940,10,0
93728,3642,2934,709201,10,0
